Platform,Year,Genre,Publisher,NA_Sales
DS,2007.0,Shooter,Majesco Entertainment,0.06
DS,2010.0,Action,Unknown,0.06
PS3,nan,Simulation,Kalypso Media,0.06
PS,1997.0,Shooter,Sony Computer Entertainment,0.04
GC,2005.0,Platform,Ubisoft,0.05
DS,2008.0,Adventure,Ubisoft,0.06
DS,2008.0,Misc,Oxygen Interactive,0.06
PS,1998.0,Racing,Mindscape,0.04
DS,2010.0,Misc,Konami Digital Entertainment,0.0
GC,2004.0,Action,Electronic Arts,0.05
PS2,2005.0,Role-Playing,Tecmo Koei,0.03
PSP,2007.0,Misc,Xplosiv,0.06
Wii,2008.0,Shooter,Konami Digital Entertainment,0.06
PS2,2006.0,Simulation,Konami Digital Entertainment,0.03
GBA,2006.0,Action,Banpresto,0.0
PS2,2005.0,Racing,THQ,0.03
PS2,2008.0,Misc,Activision,0.03
DS,2005.0,Strategy,Namco Bandai Games,0.06
Wii,2009.0,Misc,Zoo Games,0.06
PS2,2000.0,Shooter,Swing! Entertainment,0.03
PS3,2014.0,Shooter,City Interactive,0.01
PC,2015.0,Action,Ubisoft,0.04
Wii,2011.0,Sports,Rocket Company,0.0
GC,2005.0,Action,Sega,0.05
XB,2004.0,Platform,Activision,0.05
PS,1997.0,Action,Acclaim Entertainment,0.04
PS2,2007.0,Adventure,Alchemist,0.0
Wii,2010.0,Fighting,Sega,0.04
X360,2006.0,Misc,Microsoft Game Studios,0.05
GBA,2004.0,Action,Atlus,0.05
DS,2008.0,Strategy,Sega,0.0
DS,2011.0,Action,Activision,0.05
XOne,2014.0,Action,Tecmo Koei,0.04
PSP,2012.0,Action,Unknown,0.0
PS,1996.0,Simulation,Elite,0.04
DC,2001.0,Racing,Sega,0.0
SNES,1992.0,Role-Playing,Epoch,0.0
WiiU,2012.0,Action,Namco Bandai Games,0.02
DS,2008.0,Sports,Atari,0.05
GEN,1993.0,Action,Capcom,0.0
PC,2007.0,Strategy,Electronic Arts,0.0
GC,2003.0,Fighting,NewKidCo,0.05
DS,2010.0,Role-Playing,Namco Bandai Games,0.0
GBA,2004.0,Puzzle,Nintendo,0.0
3DS,2014.0,Action,Nippon Columbia,0.0
XOne,2015.0,Role-Playing,Focus Home Interactive,0.04
Wii,2009.0,Adventure,Kadokawa Shoten,0.0
DS,2005.0,Misc,505 Games,0.06
DS,2008.0,Action,Empire Interactive,0.06
PS,1995.0,Shooter,Electronic Arts,0.04
PS4,2015.0,Action,Ubisoft,0.06
PS2,2002.0,Action,Enix Corporation,0.03
PS,1994.0,Racing,Sony Computer Entertainment,0.0
DS,2005.0,Strategy,Majesco Entertainment,0.06
PS3,2010.0,Role-Playing,Acquire,0.0
PS,2002.0,Adventure,Konami Digital Entertainment,0.0
PS3,2014.0,Action,Namco Bandai Games,0.0
DS,2007.0,Action,Tecmo Koei,0.04
NG,1993.0,Fighting,SNK,0.0
PS,1998.0,Action,Evolution Games,0.0
PS2,2002.0,Fighting,Enterbrain,0.03
PS2,2003.0,Adventure,Sony Computer Entertainment,0.03
PS,1999.0,Role-Playing,Sony Computer Entertainment,0.04
PS2,2002.0,Role-Playing,Gust,0.0
GC,2004.0,Sports,Electronic Arts,0.05
GC,2005.0,Misc,Midway Games,0.05
3DS,2013.0,Action,Activision,0.03
PS2,2004.0,Action,Konami Digital Entertainment,0.03
PC,2009.0,Action,Capcom,0.01
Wii,2008.0,Adventure,Koch Media,0.05
DS,2008.0,Adventure,Tecmo Koei,0.0
PSV,2014.0,Sports,Konami Digital Entertainment,0.0
SAT,1997.0,Action,Capcom,0.0
Wii,2010.0,Sports,Namco Bandai Games,0.0
PC,2013.0,Racing,Codemasters,0.0
GB,1998.0,Sports,Konami Digital Entertainment,0.0
GBA,2006.0,Puzzle,Take-Two Interactive,0.05
PS4,2015.0,Strategy,Kalypso Media,0.0
PS,2001.0,Sports,D3Publisher,0.04
PS3,2015.0,Action,Little Orbit,0.0
GC,2002.0,Action,BAM! Entertainment,0.05
SAT,1995.0,Misc,Seta Corporation,0.0
PC,2012.0,Action,Nordic Games,0.0
SNES,1993.0,Action,Titus,0.0
GC,2004.0,Strategy,Global Star,0.05
DS,2007.0,Role-Playing,Hudson Soft,0.0
Wii,2010.0,Sports,Zoo Games,0.06
PSP,2007.0,Role-Playing,Tecmo Koei,0.02
PS,1997.0,Simulation,GT Interactive,0.04
3DS,2015.0,Action,Namco Bandai Games,0.0
PS,1997.0,Action,Interplay,0.04
XOne,2015.0,Action,Ubisoft,0.05
DS,2007.0,Platform,Atari,0.06
GC,2002.0,Sports,Sega,0.05
PS2,2004.0,Adventure,Microids,0.03
DS,2008.0,Role-Playing,Takara Tomy,0.0
DS,2007.0,Action,Kadokawa Shoten,0.0
Wii,2010.0,Sports,Nintendo,0.0
PS3,2011.0,Fighting,Crave Entertainment,0.06
PS,1995.0,Shooter,Psygnosis,0.04
DS,2007.0,Adventure,Konami Digital Entertainment,0.01
Wii,nan,Misc,Unknown,0.06
PS2,2008.0,Action,Activision,0.03
DS,nan,Action,THQ,0.06
DS,2006.0,Action,505 Games,0.06
DS,2008.0,Puzzle,Capcom,0.06
PS2,2002.0,Sports,SquareSoft,0.0
PS4,2016.0,Shooter,Capcom,0.05
PSP,2008.0,Action,Irem Software Engineering,0.06
X360,nan,Misc,Unknown,0.06
GC,2003.0,Action,Electronic Arts,0.05
PS2,2006.0,Action,Capcom,0.0
Wii,2006.0,Action,505 Games,0.0
Wii,2010.0,Puzzle,O-Games,0.0
DS,2008.0,Platform,Brash Entertainment,0.06
GBA,2002.0,Fighting,Acclaim Entertainment,0.05
X360,2015.0,Sports,Activision,0.06
PS2,2007.0,Fighting,SNK Playmore,0.03
XB,2003.0,Simulation,Konami Digital Entertainment,0.05
3DS,2014.0,Role-Playing,Activision,0.05
Wii,2008.0,Adventure,Majesco Entertainment,0.06
PSP,2011.0,Role-Playing,GungHo,0.02
GBA,2005.0,Sports,Electronic Arts,0.05
PS2,2002.0,Sports,Midway Games,0.03
DS,2010.0,Shooter,Activision,0.05
DS,2008.0,Simulation,Ubisoft,0.05
DS,2006.0,Misc,Nintendo,0.0
PS2,2004.0,Strategy,Crave Entertainment,0.03
XB,2006.0,Racing,Atari,0.05
PC,2011.0,Strategy,Focus Home Interactive,0.01
PSP,2008.0,Puzzle,Empire Interactive,0.06
GBA,2005.0,Adventure,THQ,0.05
PSP,2012.0,Role-Playing,Namco Bandai Games,0.0
DS,2008.0,Action,Ubisoft,0.06
DS,2011.0,Puzzle,City Interactive,0.03
PS4,2015.0,Adventure,Nordic Games,0.0
GBA,2003.0,Action,Ubisoft,0.05
DS,2006.0,Misc,IE Institute,0.0
3DS,2015.0,Action,FuRyu,0.0
XB,2003.0,Racing,TDK Mediactive,0.05
PSP,2010.0,Sports,Take-Two Interactive,0.06
3DS,2014.0,Action,Namco Bandai Games,0.0
GBA,2003.0,Misc,Hudson Entertainment,0.05
PSP,2010.0,Sports,Activision,0.06
GBA,2006.0,Action,Activision,0.05
DS,2009.0,Misc,Tivola,0.04
PS,2000.0,Misc,D3Publisher,0.04
DS,2010.0,Misc,Scholastic Inc.,0.06
PS,1997.0,Racing,Capcom,0.0
PS3,2010.0,Sports,Tecmo Koei,0.0
PSP,2007.0,Strategy,Rising Star Games,0.05
PC,2007.0,Strategy,Microsoft Game Studios,0.0
PS,1998.0,Fighting,Sony Computer Entertainment,0.04
PSP,2007.0,Role-Playing,Global A Entertainment,0.06
PS,1996.0,Sports,Konami Digital Entertainment,0.04
PS3,2011.0,Strategy,Tecmo Koei,0.0
WiiU,2014.0,Action,Activision,0.05
PSP,2006.0,Misc,Edia,0.0
XB,nan,Racing,Unknown,0.05
DS,2008.0,Misc,Electronic Arts,0.06
PSP,2009.0,Simulation,Ubisoft,0.06
PS2,2005.0,Fighting,SNK,0.03
Wii,2009.0,Fighting,D3Publisher,0.06
PS,2001.0,Action,3DO,0.04
GBA,2005.0,Misc,Zoo Digital Publishing,0.05
PS2,2010.0,Adventure,5pb,0.0
PS3,2010.0,Platform,Sony Computer Entertainment,0.0
PSV,2014.0,Role-Playing,Compile Heart,0.0
PS2,2004.0,Simulation,505 Games,0.03
DS,2007.0,Role-Playing,Sega,0.0
X360,2011.0,Racing,Black Bean Games,0.0
PS4,2015.0,Role-Playing,Idea Factory International,0.02
GC,2004.0,Sports,Activision,0.05
GC,2003.0,Strategy,Sega,0.05
Wii,2009.0,Simulation,Destineer,0.06
DS,2011.0,Platform,Majesco Entertainment,0.06
PSP,2005.0,Platform,Take-Two Interactive,0.06
PC,2010.0,Action,Disney Interactive Studios,0.06
PS2,2001.0,Adventure,Athena,0.0
PS3,2013.0,Role-Playing,Nippon Ichi Software,0.0
PS2,2006.0,Role-Playing,Sony Computer Entertainment,0.0
XB,2005.0,Misc,Konami Digital Entertainment,0.05
Wii,2009.0,Misc,Zoo Games,0.06
PS2,2006.0,Adventure,Aria,0.0
PS,1997.0,Platform,BMG Interactive Entertainment,0.04
PSV,2012.0,Racing,Sony Computer Entertainment,0.0
X360,nan,Misc,Unknown,0.06
PS2,2004.0,Role-Playing,Avalon Interactive,0.03
DS,2010.0,Misc,O-Games,0.04
X360,2011.0,Racing,Evolved Games,0.06
WiiU,2014.0,Action,Namco Bandai Games,0.0
SNES,1996.0,Misc,Nippon Telenet,0.0
3DS,2014.0,Strategy,Namco Bandai Games,0.0
PS3,2011.0,Simulation,505 Games,0.06
GBA,2005.0,Shooter,Sega,0.05
DS,2008.0,Action,Gamecock,0.06
PS,1998.0,Shooter,Konami Digital Entertainment,0.04
DS,2007.0,Misc,Tommo,0.06
GBA,2002.0,Action,Konami Digital Entertainment,0.05
XB,2004.0,Strategy,Sega,0.05
X360,2009.0,Simulation,D3Publisher,0.0
PC,2014.0,Sports,Konami Digital Entertainment,0.0
PSV,2013.0,Action,Disney Interactive Studios,0.05
GBA,2001.0,Shooter,Altron,0.05
PS2,2006.0,Strategy,THQ,0.03
GEN,1993.0,Action,Sega,0.0
DS,2010.0,Misc,Zoo Games,0.06
DS,2010.0,Misc,Mentor Interactive,0.06
3DS,2016.0,Action,Warner Bros. Interactive Entertainment,0.02
3DS,2014.0,Adventure,Happinet,0.0
DS,2007.0,Strategy,THQ,0.05
X360,2011.0,Misc,Electronic Arts,0.06
X360,nan,Simulation,Kalypso Media,0.06
PS3,2007.0,Sports,Konami Digital Entertainment,0.0
PS,1996.0,Racing,Tomy Corporation,0.04
XB,2003.0,Sports,Midway Games,0.05
DS,2007.0,Platform,Disney Interactive Studios,0.04
3DS,2014.0,Misc,FuRyu,0.0
DS,2011.0,Puzzle,iWin,0.0
PSV,2013.0,Role-Playing,Gust,0.0
GBA,2001.0,Racing,THQ,0.05
PS,1998.0,Strategy,Media Works,0.0
DS,nan,Puzzle,Avanquest,0.0
Wii,2008.0,Racing,Zoo Games,0.06
XB,2004.0,Simulation,Take-Two Interactive,0.05
DS,2009.0,Misc,Ubisoft,0.06
DS,2007.0,Role-Playing,Electronic Arts,0.06
XB,2005.0,Racing,Ubisoft,0.05
PS2,2004.0,Role-Playing,Enterbrain,0.03
GC,2005.0,Fighting,Namco Bandai Games,0.05
X360,2011.0,Misc,505 Games,0.05
PSV,2013.0,Strategy,Idea Factory,0.0
GBA,2002.0,Simulation,Electronic Arts,0.05
XB,2001.0,Action,Genki,0.05
PSP,2006.0,Shooter,Konami Digital Entertainment,0.04
DS,2006.0,Shooter,Disney Interactive Studios,0.06
DS,2009.0,Simulation,505 Games,0.06
PS,1994.0,Adventure,Psygnosis,0.04
PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.02
Wii,2006.0,Action,Eidos Interactive,0.04
XB,2005.0,Misc,Take-Two Interactive,0.05
XB,2002.0,Adventure,Electronic Arts,0.05
DS,2009.0,Strategy,Deep Silver,0.06
DC,1998.0,Adventure,Fortyfive,0.0
GBA,2000.0,Sports,Konami Digital Entertainment,0.05
Wii,2008.0,Fighting,Sega,0.0
DC,2000.0,Adventure,NEC Interchannel,0.0
PS2,2005.0,Action,Konami Digital Entertainment,0.03
XB,2003.0,Action,Electronic Arts,0.05
DS,2008.0,Simulation,Square Enix,0.06
PS2,2000.0,Simulation,Konami Digital Entertainment,0.0
PSP,2006.0,Shooter,Activision,0.06
Wii,2011.0,Puzzle,Crave Entertainment,0.06
GC,2002.0,Sports,Acclaim Entertainment,0.05
PS4,2015.0,Adventure,Revolution Software,0.0
GBA,2003.0,Action,Capcom,0.05
XB,2002.0,Sports,Acclaim Entertainment,0.05
DS,2010.0,Simulation,Destineer,0.06
DS,2010.0,Simulation,505 Games,0.06
DS,2005.0,Platform,Konami Digital Entertainment,0.06
PSP,2010.0,Action,Marvelous Interactive,0.0
PSV,2014.0,Action,D3Publisher,0.0
DS,2011.0,Simulation,THQ,0.06
SNES,1993.0,Misc,Imax,0.0
PS2,2003.0,Racing,Acclaim Entertainment,0.03
Wii,2008.0,Sports,Activision Value,0.06
DS,2007.0,Action,Namco Bandai Games,0.0
PSP,2011.0,Misc,Konami Digital Entertainment,0.0
X360,2012.0,Fighting,Tecmo Koei,0.03
DS,2008.0,Misc,505 Games,0.06
PSP,2010.0,Fighting,Falcom Corporation,0.0
PSP,2006.0,Fighting,Namco Bandai Games,0.0
DS,2011.0,Platform,Unknown,0.0
Wii,2007.0,Fighting,Game Factory,0.06
DS,2008.0,Adventure,Marvelous Interactive,0.0
PS,1997.0,Racing,Sony Computer Entertainment,0.04
PS3,2008.0,Shooter,SouthPeak Games,0.05
DS,2004.0,Adventure,Ubisoft,0.06
PS2,2009.0,Misc,D3Publisher,0.0
DS,2010.0,Misc,Alchemist,0.0
PSV,2015.0,Sports,Bigben Interactive,0.0
GBA,2002.0,Puzzle,Unknown,0.0
PS2,2007.0,Role-Playing,Tecmo Koei,0.0
Wii,2009.0,Simulation,Nobilis,0.06
PSV,2014.0,Action,Tecmo Koei,0.0
3DS,2012.0,Action,Ackkstudios,0.0
Wii,2009.0,Adventure,Nintendo,0.0
PS2,2004.0,Sports,Zoo Digital Publishing,0.03
GBA,2005.0,Platform,Ubisoft,0.05
PS2,2000.0,Role-Playing,Sunrise Interactive,0.0
PS2,2004.0,Shooter,Namco Bandai Games,0.03
PC,2011.0,Action,Crimson Cow,0.0
Wii,2007.0,Puzzle,Midas Interactive Entertainment,0.06
XB,2001.0,Racing,Electronic Arts,0.05
Wii,2007.0,Sports,Konami Digital Entertainment,0.0
PSP,2009.0,Role-Playing,Tecmo Koei,0.0
DS,2007.0,Strategy,Ubisoft,0.0
GC,2003.0,Action,TDK Mediactive,0.05
SAT,1998.0,Simulation,ESP,0.0
PSP,2008.0,Role-Playing,Sega,0.06
PS4,2015.0,Action,Nordic Games,0.02
PS3,2011.0,Action,Funbox Media,0.04
PSP,2008.0,Fighting,Irem Software Engineering,0.05
PSP,2007.0,Misc,Hudson Entertainment,0.06
Wii,2008.0,Adventure,Majesco Entertainment,0.06
GC,2002.0,Racing,Electronic Arts,0.05
PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.0
XOne,2013.0,Fighting,Microsoft Game Studios,0.03
GBA,2004.0,Action,Nintendo,0.0
PS3,2013.0,Adventure,5pb,0.0
PS2,2007.0,Simulation,Sega,0.0
DS,2008.0,Action,Namco Bandai Games,0.0
DS,2006.0,Shooter,Eidos Interactive,0.06
PSV,2014.0,Action,Sony Computer Entertainment,0.0
GBA,2002.0,Misc,Sega,0.05
PSP,2011.0,Role-Playing,Atlus,0.0
PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.03
GBA,2004.0,Action,Ubisoft,0.05
PS2,2003.0,Racing,Sega,0.03
X360,2014.0,Adventure,Focus Home Interactive,0.03
PS,1995.0,Puzzle,Acclaim Entertainment,0.04
GC,2004.0,Misc,Crave Entertainment,0.05
PC,2005.0,Role-Playing,LucasArts,0.01
DS,2007.0,Strategy,10TACLE Studios,0.06
PSV,2013.0,Sports,Konami Digital Entertainment,0.0
SAT,1994.0,Shooter,Sega,0.0
XB,2002.0,Sports,Ubisoft,0.05
XB,2005.0,Shooter,Groove Games,0.05
PS,1998.0,Shooter,Virgin Interactive,0.04
PS,1995.0,Shooter,Telstar,0.04
DS,2008.0,Misc,Benesse,0.0
DS,2005.0,Misc,Nintendo,0.0
PSP,2009.0,Fighting,Square Enix,0.0
3DS,2014.0,Action,Namco Bandai Games,0.0
PC,2011.0,Strategy,Microsoft Game Studios,0.01
Wii,2007.0,Role-Playing,Sega,0.06
DS,2011.0,Adventure,Namco Bandai Games,0.0
PSP,2007.0,Role-Playing,Falcom Corporation,0.0
DS,2009.0,Puzzle,Oxygen Interactive,0.06
DS,2010.0,Action,JoWood Productions,0.06
PS2,2002.0,Action,Tecmo Koei,0.03
DS,2008.0,Role-Playing,Nobilis,0.06
3DS,2014.0,Action,Activision,0.03
GBA,2004.0,Action,Disney Interactive Studios,0.04
Wii,2008.0,Fighting,Ignition Entertainment,0.06
PSP,2011.0,Misc,Sony Computer Entertainment,0.0
GBA,2001.0,Simulation,Konami Digital Entertainment,0.04
3DS,2015.0,Puzzle,Nintendo,0.0
PSP,2011.0,Role-Playing,FuRyu,0.0
PSP,2011.0,Fighting,Namco Bandai Games,0.0
DS,2008.0,Role-Playing,Game Factory,0.06
DS,2006.0,Strategy,Ubisoft,0.05
PS2,2008.0,Adventure,Namco Bandai Games,0.0
PSP,2006.0,Action,Namco Bandai Games,0.05
DS,2009.0,Puzzle,Playlogic Game Factory,0.06
GBA,2001.0,Platform,LEGO Media,0.04
PS,2000.0,Action,JVC,0.03
PC,2010.0,Racing,Activision,0.01
X360,2011.0,Action,Activision,0.05
SNES,1995.0,Simulation,Pack-In-Video,0.0
Wii,2007.0,Shooter,Tommo,0.06
GC,2005.0,Sports,Crave Entertainment,0.05
PS4,2016.0,Action,Insomniac Games,0.05
PSV,2012.0,Action,D3Publisher,0.0
PS2,2005.0,Role-Playing,Tecmo Koei,0.03
PS,2002.0,Simulation,Infogrames,0.03
DS,2011.0,Misc,Atari,0.06
DS,2010.0,Misc,UFO Interactive,0.06
PS,1998.0,Misc,Konami Digital Entertainment,0.0
PS,2000.0,Sports,Mattel Interactive,0.03
PC,2007.0,Shooter,Midway Games,0.0
XB,2004.0,Strategy,Activision Value,0.05
WiiU,2015.0,Misc,Namco Bandai Games,0.0
PC,2011.0,Adventure,Focus Home Interactive,0.0
XB,2005.0,Misc,Microsoft Game Studios,0.05
GBA,2005.0,Misc,Sega,0.04
PS4,2016.0,Racing,Namco Bandai Games,0.01
X360,2011.0,Adventure,Activision,0.0
PS2,2001.0,Misc,Eidos Interactive,0.03
3DS,2014.0,Simulation,ArtDink,0.0
PS2,2001.0,Simulation,Taito,0.0
PS2,2006.0,Racing,Game Factory,0.03
PC,2005.0,Shooter,Activision,0.0
DS,2011.0,Simulation,THQ,0.06
PSP,2006.0,Misc,Daito,0.0
3DS,2013.0,Shooter,Activision,0.0
PS3,2016.0,Sports,Konami Digital Entertainment,0.0
PS2,2001.0,Shooter,Interplay,0.03
X360,2009.0,Adventure,5pb,0.0
PC,2010.0,Adventure,Deep Silver,0.0
X360,2011.0,Racing,Capcom,0.0
PS2,2008.0,Adventure,Atari,0.03
PS2,2008.0,Fighting,PQube,0.03
PS2,2003.0,Misc,TDK Mediactive,0.03
PSP,2008.0,Adventure,Alchemist,0.0
3DS,2014.0,Adventure,Namco Bandai Games,0.0
GC,2005.0,Fighting,Namco Bandai Games,0.05
XB,2003.0,Sports,Vivendi Games,0.05
DS,2006.0,Action,Konami Digital Entertainment,0.03
PS,2001.0,Sports,Acclaim Entertainment,0.03
WiiU,2015.0,Action,Nintendo,0.04
X360,2011.0,Racing,Activision,0.05
DS,2007.0,Puzzle,Square Enix,0.06
PS2,2001.0,Action,Takara,0.0
PS2,2009.0,Sports,Atari,0.03
Wii,2015.0,Action,Namco Bandai Games,0.0
3DS,2016.0,Adventure,Aksys Games,0.04
GBA,2005.0,Action,Konami Digital Entertainment,0.04
GBA,2002.0,Puzzle,Empire Interactive,0.04
Wii,2008.0,Puzzle,Ubisoft,0.05
Wii,2010.0,Fighting,Takara Tomy,0.0
PS3,2012.0,Action,Sega,0.0
X360,2011.0,Shooter,Cave,0.04
SAT,1995.0,Adventure,Shogakukan,0.0
PS4,2014.0,Action,505 Games,0.0
3DS,2011.0,Action,Alchemist,0.0
PS2,2006.0,Adventure,Enterbrain,0.0
XB,2005.0,Action,Ubisoft,0.05
DS,2009.0,Sports,Midas Interactive Entertainment,0.06
Wii,2010.0,Racing,Storm City Games,0.06
DS,2009.0,Simulation,Ubisoft,0.06
PS4,2015.0,Role-Playing,Deep Silver,0.0
PSP,2010.0,Misc,D3Publisher,0.0
DS,2010.0,Simulation,Little Orbit,0.06
PSV,2016.0,Adventure,Aksys Games,0.03
DS,2009.0,Strategy,Sega,0.0
PC,2009.0,Shooter,Namco Bandai Games,0.0
X360,2011.0,Sports,Tecmo Koei,0.0
DS,2007.0,Platform,Disney Interactive Studios,0.05
DS,2009.0,Shooter,SouthPeak Games,0.05
Wii,2008.0,Racing,Conspiracy Entertainment,0.06
PS2,2008.0,Action,Namco Bandai Games,0.0
XB,2005.0,Adventure,Take-Two Interactive,0.05
XB,2003.0,Action,SCi,0.05
PSP,2007.0,Shooter,Konami Digital Entertainment,0.05
DS,2011.0,Action,Activision,0.05
PS2,2002.0,Action,Konami Digital Entertainment,0.03
DS,2006.0,Misc,TDK Core,0.0
DS,2007.0,Action,Starfish,0.06
PC,2007.0,Role-Playing,Atari,0.0
DC,1998.0,Racing,Infogrames,0.0
DS,2008.0,Simulation,Konami Digital Entertainment,0.0
Wii,2009.0,Adventure,Ubisoft,0.05
GBA,2002.0,Sports,Ubisoft,0.04
DS,2010.0,Simulation,DreamCatcher Interactive,0.06
PSP,2007.0,Role-Playing,Mercury Games,0.05
GC,2003.0,Platform,Acclaim Entertainment,0.05
Wii,2009.0,Action,Conspiracy Entertainment,0.06
PS3,2014.0,Strategy,Namco Bandai Games,0.0
PSP,2010.0,Action,Namco Bandai Games,0.0
GC,2003.0,Action,Ubisoft,0.05
PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.0
DS,2008.0,Sports,RTL,0.04
PC,2011.0,Action,Capcom,0.04
DS,2007.0,Misc,Activision,0.05
DS,2009.0,Action,Mindscape,0.04
GC,2002.0,Sports,Konami Digital Entertainment,0.05
DS,2008.0,Puzzle,THQ,0.06
3DS,2014.0,Action,Namco Bandai Games,0.0
X360,2012.0,Shooter,Namco Bandai Games,0.03
DS,2008.0,Role-Playing,Namco Bandai Games,0.0
DS,nan,Simulation,nan,0.0
PS3,2016.0,Role-Playing,Nippon Ichi Software,0.01
PS2,2011.0,Action,Konami Digital Entertainment,0.0
XB,2004.0,Shooter,Atari,0.05
Wii,2007.0,Misc,Eidos Interactive,0.05
PC,2011.0,Role-Playing,Sony Online Entertainment,0.06
PSP,2012.0,Action,Namco Bandai Games,0.0
N64,1999.0,Adventure,Namco Bandai Games,0.0
XB,2005.0,Shooter,Take-Two Interactive,0.05
PC,2013.0,Action,Capcom,0.0
PS3,2011.0,Action,Sony Computer Entertainment,0.0
PS2,2003.0,Misc,Ubisoft,0.03
DS,2011.0,Misc,Nintendo,0.0
PS,1996.0,Sports,Midway Games,0.03
X360,2007.0,Sports,Activision Value,0.06
Wii,2011.0,Sports,Ubisoft,0.0
PS2,2008.0,Adventure,Kadokawa Shoten,0.0
N64,1999.0,Racing,Kemco,0.05
N64,1999.0,Sports,THQ,0.05
N64,1998.0,Sports,GT Interactive,0.05
N64,2000.0,Sports,Electronic Arts,0.05
N64,1998.0,Racing,THQ,0.05
N64,1998.0,Racing,Ubisoft,0.05
N64,1998.0,Misc,Titus,0.05
SAT,1997.0,Fighting,Capcom,0.0
N64,1998.0,Sports,GT Interactive,0.05
N64,1998.0,Puzzle,Acclaim Entertainment,0.05
N64,1998.0,Shooter,Hudson Entertainment,0.05
N64,2000.0,Racing,Vatical Entertainment,0.05
GC,2002.0,Puzzle,Ubisoft,0.05
PSP,nan,Action,nan,0.06
PSV,2014.0,Role-Playing,Nihon Falcom Corporation,0.0
XOne,2015.0,Action,PQube,0.05
3DS,2012.0,Action,Namco Bandai Games,0.0
XB,2004.0,Racing,Bethesda Softworks,0.04
GBA,2005.0,Racing,Crave Entertainment,0.04
PS4,2016.0,Shooter,Activision,0.01
PSP,2006.0,Action,Activision,0.05
DS,2007.0,Fighting,Zoo Digital Publishing,0.06
PC,1992.0,Strategy,Electronic Arts,0.0
X360,2014.0,Fighting,Namco Bandai Games,0.04
DS,2007.0,Adventure,Midway Games,0.06
DS,2009.0,Misc,City Interactive,0.06
PSP,2010.0,Sports,Konami Digital Entertainment,0.0
PS2,nan,Shooter,Unknown,0.03
DS,2008.0,Puzzle,UFO Interactive,0.06
Wii,2010.0,Shooter,Unknown,0.03
Wii,2010.0,Puzzle,Rising Star Games,0.04
PS,1999.0,Racing,Crave Entertainment,0.03
PSP,2006.0,Sports,Activision Value,0.06
PSP,2006.0,Action,Konami Digital Entertainment,0.05
SAT,1994.0,Sports,Sega,0.0
3DS,2013.0,Role-Playing,Namco Bandai Games,0.0
PC,2009.0,Racing,Electronic Arts,0.0
PC,2003.0,Strategy,Microsoft Game Studios,0.03
DS,2008.0,Sports,Activision,0.06
PS2,2006.0,Shooter,Eidos Interactive,0.03
PS2,2004.0,Shooter,Namco Bandai Games,0.03
XOne,2015.0,Action,Nordic Games,0.03
GBA,2004.0,Sports,Zoo Digital Publishing,0.04
PC,2010.0,Action,Electronic Arts,0.04
GBA,2002.0,Fighting,Sammy Corporation,0.04
PSP,2007.0,Platform,System 3 Arcade Software,0.0
PC,2004.0,Strategy,Microsoft Game Studios,0.0
PSP,2008.0,Fighting,Capcom,0.0
DS,2009.0,Misc,Rocket Company,0.0
Wii,2010.0,Adventure,Hudson Soft,0.06
DS,2008.0,Adventure,Arc System Works,0.06
DS,2008.0,Simulation,Tecmo Koei,0.06
X360,2012.0,Action,505 Games,0.03
3DS,2012.0,Fighting,Take-Two Interactive,0.06
PSP,2006.0,Puzzle,Xplosiv,0.05
GBA,2005.0,Racing,Zoo Digital Publishing,0.04
PSV,2015.0,Role-Playing,Compile Heart,0.0
PS2,2006.0,Misc,Irem Software Engineering,0.0
Wii,2014.0,Action,Disney Interactive Studios,0.0
PS3,2016.0,Action,Tecmo Koei,0.0
DS,2010.0,Misc,Destineer,0.06
PSP,2005.0,Sports,Konami Digital Entertainment,0.05
PS2,2000.0,Sports,Tecmo Koei,0.0
GBA,2003.0,Platform,THQ,0.04
DS,2010.0,Puzzle,Foreign Media Games,0.0
XB,2004.0,Misc,Microsoft Game Studios,0.04
SCD,1994.0,Role-Playing,Sega,0.0
WiiU,2013.0,Action,Capcom,0.05
PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.02
PSV,2015.0,Role-Playing,Tecmo Koei,0.0
PSP,2010.0,Misc,Asgard,0.0
DS,2010.0,Strategy,Ubisoft,0.05
PS2,2007.0,Sports,Namco Bandai Games,0.0
PS,2002.0,Sports,Namco Bandai Games,0.03
PS2,2009.0,Fighting,Ecole,0.0
XOne,2016.0,Action,Ubisoft,0.02
DS,2007.0,Role-Playing,Success,0.05
DS,2005.0,Action,Konami Digital Entertainment,0.05
Wii,2011.0,Shooter,Atari,0.06
PSP,2006.0,Action,Atari,0.05
PS3,2009.0,Misc,Sony Computer Entertainment,0.0
PS,1995.0,Puzzle,Psygnosis,0.03
GBA,2005.0,Action,D3Publisher,0.04
DS,2006.0,Sports,Electronic Arts,0.05
GC,2003.0,Action,Capcom,0.05
GBA,2002.0,Adventure,BAM! Entertainment,0.04
Wii,2011.0,Adventure,Telltale Games,0.05
PSV,2016.0,Action,Namco Bandai Games,0.0
SAT,1995.0,Adventure,Yumedia,0.0
